1,688,G.S. Chappell
2,687,G.M. Turner
3,674,I.V.A. Richards
4,635,C.H. Lloyd
5,634,D.I. Gower
6,632,Majid Khan
7,607,G.A. Gooch
8,604,Zaheer Abbas
9,593,I.M. Chappell
10,591,C.G. Greenidge
11,588,K.W.R. Fletcher
12,571,A.I. Kallicharran
13,481,J.M. Brearley
14,470,D.W. Randall
15,469,D.L. Haynes
16,456,G.P. Howarth
17,446,C.L. King
18,439,J.G. Wright
19,429,Wasim Raja
20,428,G.R. Viswanath
21,426,I.T. Botham
22,421,C.M. Old
23,413,S.M. Gavaskar
24,411,B.L. Cairns
25,398,Javed Miandad
26,385,D. Lloyd
27,375,D.L. Murray
28,369,A.M.J. Hilditch
29,362,A.D. Gaekwad
30,356,K.J. Hughes
31,352,B.A. Edgar
31,352,Sadiq Mohammad
33,343,L.R.D. Mendis
34,342,K.D. Walters
35,338,R.W. Marsh
36,336,G. Boycott
37,322,G.M. Wood
38,321,G.N. Yallop
38,321,Mudassar Nazar
40,318,M.G. Burgess
41,309,B. Wood
42,308,R.J. Hadlee
43,298,M. Amarnath
44,296,D.B. Vengsarkar
45,292,Imran Khan
46,267,Wasim Bari
47,254,R.W. Taylor
47,254,R.L. Dias
49,248,Mohsin Khan
50,247,Kapil Dev
51,245,W.M. Darling
52,244,A.M.E. Roberts
53,243,A.R. Border
54,241,Sarfraz Nawaz
55,236,G.N. Edwards
56,233,J.F.M. Morrison
57,226,R.G.D. Willis
58,224,J.M. Parker
59,211,B.J. McKechnie
60,193,M. Hendrick
61,191,S. Venkataraghavan
62,190,J.R. Thomson
63,188,M.H.N. Walker
64,185,J.V. Coney
64,185,Haroon Rashid
66,175,P.H. Edmonds
67,174,W.K. Lees
68,171,R.B. McCosker
69,170,J.K. Lever
70,163,D.S. de Silva
71,162,D.L. Underwood
72,161,K.D. Ghavri
73,150,D.K. Lillee
74,149,Madan Lal
75,146,G. Dymock
76,142,B.M. Laird
76,142,B. Warnapura
78,136,J. Garner
79,130,L.G. Rowe
80,129,T.J. Laughlin
81,128,C.E.H. Croft
82,127,M.A. Holding
82,127,Sikander Bakht
84,117,R.J. Bright
85,103,C.P.S. Chauhan
86,100,R.D. Jackman
87,98,G.B. Troup
88,96,G. Miller
88,96,L.W. Kaluperuma
90,95,Yashpal Sharma
91,94,B. Reddy
92,83,P.R. Downton
92,83,S.L. Boock
94,81,L.S. Pascoe
94,81,W.W. Daniel
96,79,R.M. Hogg
97,72,A.N. Ranasinghe
98,70,S.J. Rixon
99,68,Iqbal Qasim
100,56,D.L. Bairstow
