1,774,G.C. Smith
2,772,S.R. Tendulkar
3,766,R.T. Ponting
4,748,Mohammad Yousuf
5,732,K.P. Pietersen
6,731,M.E.K. Hussey
7,721,M.S. Dhoni
8,717,S. Chanderpaul
9,712,A. Symonds
9,712,M.J. Clarke
11,704,A.B. de Villiers
12,703,H.H. Gibbs
13,689,K.C. Sangakkara
14,686,Yuvraj Singh
15,681,J.H. Kallis
16,671,C.H. Gayle
17,663,R.R. Sarwan
18,655,I.R. Bell
18,655,D.P.M.D. Jayawardene
20,650,P.D. Collingwood
21,639,Salman Butt
22,636,B.B. McCullum
23,630,S.B. Styris
24,625,S.T. Jayasuriya
25,624,Shoaib Malik
26,610,L.P.C. Silva
27,609,G. Gambhir
28,603,P.G. Fulton
29,601,R. Dravid
30,590,T.M. Dilshan
31,588,J.M. How
32,584,M.V. Boucher
33,562,L.R.P.L. Taylor
34,561,Younus Khan
35,548,W.U. Tharanga
36,534,Shakib Al Hasan
37,530,A. Flintoff
38,528,J.D.P. Oram
39,526,R.S. Morton
39,526,A.J. Strauss
41,523,M.N. Samuels
41,523,B.R.M. Taylor
43,516,E. Chigumbura
44,515,V. Sehwag
45,512,Shahid Afridi
46,506,Tamim Iqbal
47,502,Mohammad Ashraful
48,501,A.R. Uthappa
49,498,R.N. ten Doeschate
49,498,Abdul Razzaq
51,487,A.N. Cook
51,487,S.O. Tikolo
51,487,V. Sibanda
51,487,Aftab Ahmed
51,487,Shahriar Nafees
56,484,Kamran Akmal
57,479,J.P. Duminy
58,474,D.J. Bravo
59,473,T. Taibu
60,462,S. Matsikenyeri
61,458,T.M. Odoyo
62,454,Misbah-ul-Haq
62,454,S.C. Williams
64,453,T. Mishra
65,445,L.O. Cann
66,444,R.R. Watson
67,436,S.R. Watson
67,436,I.K. Pathan
69,435,C.J. Chibhabha
70,433,O.A. Shah
71,430,N.J. O'Brien
72,425,H. Masakadza
73,420,M.S. Sinclair
74,416,K.J. O'Brien
75,411,G.O. Jones
76,410,I.S. Billcliff
77,409,J.M. Davison
78,406,R.G. Sharma
79,404,B.J. Haddin
80,403,J.D. Ryder
81,402,G.W. Flower
82,398,D.J. Reekers
83,397,Imran Farhat
84,389,J.R. Hopes
85,387,W.W. Hinds
85,387,A.M. Samad
87,381,C.K. Kapugedera
87,381,D. Ramdin
89,379,M.F. Maharoof
90,370,D.L. Vettori
91,369,E.C. Joyce
92,368,S. Chattergoon
93,364,A. Bagai
94,361,C.O. Obuya
95,360,A.A. Mulla
95,360,D.T. Johnston
97,357,D.O. Obuya
97,357,S. Dhaniram
99,356,Imran Nazir
99,356,G.M. Hamilton
