1,874,B.C. Lara
2,820,D.M. Jones
3,816,R.A. Smith
4,809,M.D. Crowe
5,783,M.E. Waugh
6,772,D.L. Haynes
7,763,M. Azharuddin
8,729,Inzamam-ul-Haq
9,727,N.H. Fairbrother
10,726,Javed Miandad
11,725,P.A. de Silva
12,724,G.A. Hick
13,722,A. Ranatunga
14,715,D.C. Boon
15,685,R.B. Richardson
16,683,N.S. Sidhu
17,671,G.A. Gooch
18,670,S.R. Tendulkar
19,666,Ramiz Raja
20,665,M.A. Taylor
21,661,A.H. Jones
22,638,A.J. Stewart
23,635,Aamir Sohail
24,625,Salim Malik
25,622,P.N. Kirsten
26,620,A.R. Border
27,614,K.C. Wessels
28,607,S.R. Waugh
29,605,M.J. Greatbatch
30,603,C.L. Hooper
31,602,A.P. Gurusinha
32,601,P.V. Simmons
33,596,R.S. Mahanama
34,584,K.R. Rutherford
35,580,S.V. Manjrekar
36,570,A.C. Hudson
37,549,Kapil Dev
38,523,W.J. Cronje
39,515,J.N. Rhodes
40,501,Saeed Anwar
41,492,G.W. Flower
42,490,H.P. Tillekeratne
43,485,I.A. Healy
44,480,D.L. Houghton
45,477,M.A.R. Samarasekera
46,475,T.M. Moody
47,472,K.L.T. Arthurton
48,469,Asif Mujtaba
49,467,M. Prabhakar
50,447,A. Flower
51,446,Basit Ali
51,446,U.C. Hathurusinghe
53,444,M.A. Atherton
54,440,V.G. Kambli
55,439,Ijaz Ahmed, sen.
56,430,W.V. Raman
57,429,P.K. Amre
58,428,Wasim Akram
59,404,R.T. Latham
60,392,C.Z. Harris
61,377,A.C. Waller
62,365,D.A. Reeve
63,359,P.A.J. DeFreitas
63,359,B.M. McMillan
65,358,C.E.L. Ambrose
66,349,Rashid Latif
67,346,Waqar Younis
67,346,A.P. Kuiper
69,342,D.R. Martyn
70,336,A.K. Sharma
71,335,G.R. Larsen
72,319,Ather Ali Khan
72,319,M.H. Dekker
72,319,Zahid Fazal
75,313,C. Sharma
76,308,R.P. Snell
77,304,Manzoor Elahi
77,304,Aamer Malik
77,304,D.J. Cullinan
80,299,P.R. Reiffel
80,299,P.A. Wallace
82,297,R.S. Kalpage
83,296,R.J. Ratnayake
84,295,S.T. Jayasuriya
85,294,I.P. Butchart
86,292,D.J. Callaghan
87,290,R.C. Russell
88,284,T.E. Blain
89,280,C.C. Lewis
90,277,B.A. Young
91,276,V. Yadav
92,273,C.A. Walsh
93,272,I.R. Bishop
93,272,J.C. Adams
93,272,E.A. Brandes
96,271,D.J. Richardson
97,270,Mushtaq Ahmed
97,270,Aqib Javed
99,267,Moin Khan
100,264,A.H. Shah
