1,875,A.B. de Villiers
2,871,D.A. Warner
3,852,V. Kohli
4,788,J.E. Root
5,781,F. du Plessis
6,780,Q. de Kock
7,777,M.J. Guptill
8,757,K.S. Williamson
9,733,S.P.D. Smith
10,726,H.M. Amla
11,725,Babar Azam
12,717,R.G. Sharma
13,712,M.S. Dhoni
14,694,L.R.P.L. Taylor
15,690,S. Dhawan
16,676,A.D. Hales
17,660,J.J. Roy
18,659,J.C. Buttler
19,633,Tamim Iqbal
20,631,E.J.G. Morgan
21,629,Mushfiqur Rahim
22,625,G.J. Maxwell
23,617,A.J. Finch
24,615,Mohammad Hafeez
25,607,A.D. Mathews
26,601,Shakib Al Hasan
27,600,D.A. Miller
28,590,M.N. Samuels
29,588,P.R. Stirling
30,583,A.M. Rahane
30,583,M.R. Marsh
32,580,B.K.G. Mendis
33,578,E.C. Joyce
34,577,Soumya Sarkar
34,577,S.K. Raina
36,573,T.M. Head
37,571,Sarfaraz Ahmed
38,570,B.A. Stokes
39,569,Azhar Ali
40,557,K.J. O'Brien
41,550,J.P. Duminy
42,549,Mohammad Shahzad
43,548,L.D. Chandimal
44,546,K.M. Jadhav
45,539,Ahmed Shehzad
46,538,K.J. Coetzer
46,538,J.P. Faulkner
48,537,B.R.M. Taylor
49,535,M.S. Wade
50,531,Mahmudullah
50,531,Mohammad Nabi
52,530,T.W.M. Latham
53,524,F. Behardien
53,524,N.T. Broom
55,522,Sikandar Raza
56,520,A.T. Rayudu
56,520,Nasir Hossain
58,518,Shoaib Malik
59,514,H.D.R.L. Thirimanne
60,506,W.T.S. Porterfield
61,505,N. Dickwella
62,499,S.C. Williams
62,499,C.H. Gayle
64,497,C.R. Ervine
64,497,A.D. Russell
66,489,C.J. Anderson
66,489,E. Chigumbura
68,481,H. Masakadza
68,481,Imrul Kayes
70,479,Sabbir Rahman
71,476,W.U. Tharanga
72,475,Anamul Haque
73,474,N.J. O'Brien
74,472,M.D.K.J. Perera
75,471,Shaiman Anwar
76,469,J.D.S Neesham
77,462,Nizakat Khan
78,457,Samiullah Shenwari
79,456,P.L. Mommsen
80,454,R.A. Jadeja
81,448,L. Ronchi
81,448,Rahmat Shah
83,447,Haris Sohail
84,443,M.M. Ali
85,442,Noor Ali
85,442,C.S. MacLeod
87,441,R.D. Berrington
88,432,G.C. Wilson
89,430,Asghar Afghan
90,425,J.O. Holder
91,421,Yuvraj Singh
92,417,D.A.S. Gunaratne
93,415,C.J. Chibhabha
94,413,C.R. Woakes
95,408,Imad Wasim
95,408,K.O.A. Powell
97,407,Najibullah Zadran
98,402,Babar Hayat
99,397,S.S. Pathirana
99,397,S.E. Marsh
