1,857,H.M. Amla
2,854,A.B. de Villiers
3,809,K.C. Sangakkara
4,800,V. Kohli
5,789,I.J.L. Trott
6,760,M.S. Dhoni
7,705,T.M. Dilshan
8,703,Misbah-ul-Haq
9,678,A.N. Cook
10,669,L.R.P.L. Taylor
11,667,S.R. Watson
12,666,M.J. Clarke
13,664,P.R. Stirling
14,661,M.J. Guptill
15,657,Umar Akmal
16,655,B.B. McCullum
17,653,S.K. Raina
18,649,G.J. Bailey
19,643,D.P.M.D. Jayawardene
20,637,Shakib Al Hasan
21,634,I.R. Bell
22,631,K.S. Williamson
23,630,B.R.M. Taylor
24,618,E.J.G. Morgan
25,616,J.H. Kallis
26,608,Tamim Iqbal
27,606,G.C. Smith
28,593,K.J. O'Brien
29,591,J.P. Duminy
30,585,Nasir Hossain
31,577,S. Dhawan
32,574,Nasir Jamshed
33,572,C.H. Gayle
34,566,K.P. Pietersen
35,564,J.E. Root
36,563,A.D. Mathews
37,561,W.U. Tharanga
38,560,D.M. Bravo
39,558,R.G. Sharma
40,554,J. Charles
41,551,Mohammad Hafeez
42,550,L.D. Chandimal
42,550,D.A. Warner
42,550,L.M.P. Simmons
45,546,Shahid Afridi
46,540,K.A. Pollard
46,540,F. du Plessis
48,528,Mahmudullah
49,525,E.C. Joyce
49,525,A. Bagai
51,524,P.J. Hughes
52,523,Yuvraj Singh
53,518,M.N. Samuels
54,516,Mushfiqur Rahim
55,513,R.S. Bopara
55,513,R.A. Jadeja
57,505,H.D.R.L. Thirimanne
58,501,C.O. Obuya
59,500,V. Sibanda
60,498,A.D. Russell
61,495,A. Obanda
62,493,J.D. Ryder
63,490,Younus Khan
64,489,S.C. Williams
65,482,A.C. Voges
66,480,H. Masakadza
67,479,Asad Shafiq
68,475,W.T.S. Porterfield
69,472,N.J. O'Brien
69,472,C.A. Ingram
71,471,D.J.G. Sammy
72,469,B.J. Haddin
73,466,Imrul Kayes
74,465,S.E. Marsh
75,460,G.J. Maxwell
75,460,E. Chigumbura
77,459,C.L. White
78,458,G.C. Wilson
79,456,E.S. Szwarczynski
80,455,C.R. Ervine
81,452,G.D. Elliott
81,452,D.A. Miller
83,451,D.J. Bravo
84,447,K.J. Coetzer
85,439,Shoaib Malik
86,435,Kamran Akmal
87,428,M.N. Waller
88,425,N.L. McCullum
88,425,Azhar Ali
90,418,P.W. Borren
91,413,Mohammad Nabi
91,413,R.J. Nicol
91,413,B.J. Watling
94,412,Mohammad Shahzad
95,410,W. Barresi
96,408,M.S. Wade
97,407,S.O. Tikolo
98,401,J.F. Mooney
99,393,K.O.A. Powell
100,391,T.M. Odoyo
