1,835,M.G. Bevan
2,811,S.R. Tendulkar
3,787,S.C. Ganguly
4,786,R.T. Ponting
5,775,J.H. Kallis
6,767,A.C. Gilchrist
7,761,S.T. Jayasuriya
8,752,M.E. Waugh
9,749,Inzamam-ul-Haq
10,732,G. Kirsten
11,731,B.C. Lara
12,730,Saeed Anwar
13,726,N.J. Astle
14,723,R.P. Arnold
15,699,N.V. Knight
16,688,R. Dravid
17,683,L. Klusener
17,683,D.P.M.D. Jayawardene
19,681,S.R. Waugh
20,667,M.S. Atapattu
21,664,Mohammad Yousuf
22,656,D.R. Martyn
23,655,A. Flower
24,637,J.N. Rhodes
25,629,H.H. Gibbs
26,625,G.W. Flower
27,621,G.P. Thorpe
28,606,M.E. Trescothick
29,602,A.D.R. Campbell
30,593,A.J. Stewart
31,586,S. Chanderpaul
32,584,N.D. McKenzie
33,568,C.L. Hooper
34,564,Shahid Afridi
35,563,S.P. Fleming
36,559,C.D. McMillan
37,556,M.N. Samuels
38,554,C.L. Cairns
39,550,D.A. Gunawardene
40,545,D.S. Lehmann
41,544,S.V. Carlisle
42,540,N. Hussain
42,540,C.Z. Harris
44,539,R.S. Kaluwitharana
45,530,Abdul Razzaq
46,526,H.H. Dippenaar
47,523,A. Symonds
48,516,P.A. de Silva
49,507,C.H. Gayle
50,501,W.W. Hinds
51,497,R.L. Powell
52,490,M.V. Boucher
53,481,R.D. Jacobs
54,478,M.L. Hayden
55,476,N. Boje
56,473,S.O. Tikolo
57,470,Moin Khan
58,468,M.S. Sinclair
59,458,V.V.S. Laxman
60,454,S.M. Pollock
61,451,T.M. Odoyo
62,449,A.C. Parore
63,448,V. Sehwag
64,442,Imran Nazir
65,441,H.H. Streak
66,439,Yuvraj Singh
67,434,Akram Khan
68,433,H.K. Badani
69,431,K.C. Sangakkara
70,428,Younus Khan
71,423,C.B. Wishart
72,415,G.J. Whittall
73,413,M.O. Odumbe
74,403,A. Flintoff
75,394,Azhar Mahmood
76,392,R.D. Shah
76,392,C.J. Nevin
78,387,Salim Elahi
78,387,Aminul Islam
80,386,Wasim Akram
81,376,Javed Omer
82,375,Naimur Rahman
83,372,Mehrab Hossain
83,372,A.J. Hall
85,370,K.O. Otieno
86,363,L. Vincent
87,356,D. Ganga
88,353,R.S. Sodhi
89,351,M.J. Horne
90,350,H.P. Tillekeratne
91,339,Naved Latif
92,338,I.J. Harvey
93,336,B.C. Hollioake
94,335,G.M. Hamilton
95,330,H.S. Modi
96,325,H.D.P.K. Dharmasena
97,319,A.B. Agarkar
98,318,P.D. Collingwood
99,316,Habibul Bashar
100,312,C.B. Lambert
