1,807,M.S. Dhoni
2,803,A.B. de Villiers
3,787,M.E.K. Hussey
4,739,H.M. Amla
5,736,C.H. Gayle
6,731,S.R. Tendulkar
7,728,T.M. Dilshan
8,720,J.H. Kallis
9,712,R.T. Ponting
10,708,S. Chanderpaul
11,694,P.D. Collingwood
12,691,G.C. Smith
13,688,K.C. Sangakkara
14,669,E.J.G. Morgan
15,657,M.J. Clarke
16,656,Yuvraj Singh
17,655,S.R. Watson
18,654,V. Sehwag
19,649,L.R.P.L. Taylor
20,648,G. Gambhir
21,647,V. Kohli
22,646,B.B. McCullum
23,644,Mohammad Yousuf
24,638,S.K. Raina
25,623,Tamim Iqbal
26,615,C.L. White
27,609,R.N. ten Doeschate
28,607,Shoaib Malik
29,604,D.P.M.D. Jayawardene
29,604,R.R. Sarwan
31,600,Shahid Afridi
32,587,K.P. Pietersen
33,583,J.P. Duminy
34,582,S.B. Styris
35,579,Shakib Al Hasan
36,576,A.J. Strauss
37,575,S.T. Jayasuriya
38,567,M.J. Guptill
39,566,B.R.M. Taylor
40,563,I.R. Bell
40,563,Umar Akmal
42,562,Younus Khan
43,559,W.U. Tharanga
44,554,Misbah-ul-Haq
45,547,R.G. Sharma
46,545,B.J. Haddin
47,540,H. Masakadza
48,535,Kamran Akmal
49,527,M.V. Boucher
50,524,Raqibul Hasan
51,521,S.E. Marsh
52,518,J.D.P. Oram
53,510,K.J. O'Brien
54,509,A. Bagai
55,504,K.D. Karthik
56,503,E. Chigumbura
57,502,A. Obanda
58,500,S.H.T. Kandamby
59,499,J.R. Hopes
60,498,T. Taibu
61,491,G.D. Elliott
62,485,T.T. Samaraweera
63,484,W.T.S. Porterfield
64,483,Mushfiqur Rahim
64,483,J.D. Ryder
66,481,J.M. How
67,479,Mohammad Ashraful
68,471,C.J. Ferguson
68,471,S.C. Williams
70,466,A.D. Mathews
71,465,R.S. Bopara
71,465,N.J. O'Brien
73,463,D.J. Bravo
74,462,L.P.C. Silva
75,461,S. Matsikenyeri
76,460,G.M. Hamilton
77,459,D.L. Vettori
78,458,C.K. Kapugedera
78,458,R. Dravid
80,454,A.N. Cook
81,453,Mahmudullah
82,452,T.D. Paine
83,448,T.L.W. Cooper
84,447,K.A. Pollard
84,447,C.K. Coventry
84,447,S.O. Tikolo
87,445,R.A. Jadeja
88,442,M.J. Prior
89,440,Abdul Razzaq
90,439,P.R. Stirling
91,438,N. Deonarine
92,437,D.J.G. Sammy
93,435,C.O. Obuya
94,434,Naeem Islam
95,433,Mohammad Shahzad
96,430,Rizwan Cheema
96,430,N.F.I. McCallum
98,427,Imrul Kayes
99,420,T.M. Odoyo
100,419,Junaid Siddique
