1,863,B.C. Lara
2,820,D.M. Jones
3,816,R.A. Smith
4,811,M. Azharuddin
5,785,M.D. Crowe
6,757,M.E. Waugh
7,737,Inzamam-ul-Haq
8,730,P.A. de Silva
9,727,N.H. Fairbrother
10,724,G.A. Hick
11,719,D.C. Boon
12,714,D.L. Haynes
13,705,Javed Miandad
14,701,Saeed Anwar
15,686,A. Ranatunga
16,671,G.A. Gooch
17,663,P.N. Kirsten
17,663,N.S. Sidhu
19,654,M.A. Taylor
20,649,Basit Ali
21,646,S.R. Tendulkar
22,640,Ramiz Raja
22,640,Salim Malik
24,638,A.J. Stewart
25,622,R.B. Richardson
26,619,W.J. Cronje
26,619,M.J. Greatbatch
28,617,A.H. Jones
29,604,V.G. Kambli
30,603,S.R. Waugh
31,601,J.N. Rhodes
32,597,Aamir Sohail
33,595,K.R. Rutherford
34,594,K.C. Wessels
35,592,A.R. Border
36,580,P.V. Simmons
37,577,C.L. Hooper
38,576,K.L.T. Arthurton
39,575,R.S. Mahanama
40,564,Asif Mujtaba
41,563,S.V. Manjrekar
42,551,A.P. Gurusinha
43,547,A.C. Hudson
44,546,Kapil Dev
45,530,D.L. Houghton
46,513,I.A. Healy
47,508,H.P. Tillekeratne
48,472,M. Prabhakar
49,461,T.M. Moody
50,453,A. Flower
51,451,M.A.R. Samarasekera
52,445,P.K. Amre
53,444,M.A. Atherton
54,438,Wasim Akram
55,426,D.J. Cullinan
55,426,G.W. Flower
57,422,Ijaz Ahmed, sen.
57,422,C.L. Cairns
59,420,B.A. Young
60,414,U.C. Hathurusinghe
61,411,A.C. Waller
61,411,J.C. Adams
63,402,W.V. Raman
64,399,B.M. McMillan
65,394,C.Z. Harris
66,390,R.T. Latham
67,389,S.T. Jayasuriya
68,372,R.S. Kalpage
69,367,G.R. Larsen
70,365,D.A. Reeve
71,359,P.A.J. DeFreitas
72,355,D.R. Martyn
73,349,M.H. Dekker
74,348,Waqar Younis
75,344,Rashid Latif
76,341,T.E. Blain
77,337,C.E.L. Ambrose
78,336,D.J. Richardson
79,328,A.P. Kuiper
80,327,A. Jadeja
81,319,P.R. Reiffel
81,319,Ather Ali Khan
83,306,Zahid Fazal
83,306,M.J. Slater
85,303,C. Sharma
85,303,V. Yadav
87,301,R.P. Snell
88,292,Aamer Malik
88,292,A.H. Shah
88,292,Manzoor Elahi
91,290,R.C. Russell
92,287,A.C. Cummins
93,285,I.P. Butchart
94,283,D.J. Callaghan
94,283,S.A. Thomson
96,280,P.A. Wallace
96,280,C.C. Lewis
98,272,C.A. Walsh
99,271,Aqib Javed
100,268,A.D.R. Campbell
