1,774,G.C. Smith
2,757,S.R. Tendulkar
3,754,R.T. Ponting
4,738,M.S. Dhoni
5,736,Mohammad Yousuf
6,731,M.E.K. Hussey
7,728,K.P. Pietersen
8,714,S. Chanderpaul
9,708,A. Symonds
10,704,A.B. de Villiers
11,703,H.H. Gibbs
12,702,K.C. Sangakkara
13,701,M.J. Clarke
14,691,Yuvraj Singh
15,681,J.H. Kallis
16,667,G. Gambhir
17,666,C.H. Gayle
18,663,P.D. Collingwood
19,661,Salman Butt
20,653,I.R. Bell
21,652,R.R. Sarwan
22,647,D.P.M.D. Jayawardene
23,638,B.B. McCullum
24,635,S.T. Jayasuriya
24,635,S.B. Styris
26,631,Shoaib Malik
27,604,L.P.C. Silva
28,591,P.G. Fulton
29,589,R. Dravid
30,588,T.M. Dilshan
31,587,Younus Khan
32,584,M.V. Boucher
33,562,J.M. How
34,556,V. Sehwag
35,552,L.R.P.L. Taylor
36,546,W.U. Tharanga
37,530,J.D.P. Oram
38,526,Shakib Al Hasan
39,523,R.S. Morton
39,523,B.R.M. Taylor
41,520,M.N. Samuels
42,519,A. Flintoff
43,516,E. Chigumbura
43,516,A.J. Strauss
45,512,Tamim Iqbal
46,510,Mohammad Ashraful
47,507,Shahid Afridi
48,503,A.R. Uthappa
49,502,O.A. Shah
50,491,Abdul Razzaq
51,487,S.O. Tikolo
51,487,V. Sibanda
53,485,Kamran Akmal
54,480,D.J. Bravo
55,479,J.P. Duminy
55,479,Aftab Ahmed
57,477,A.N. Cook
58,476,Shahriar Nafees
59,474,R.N. ten Doeschate
60,473,T. Taibu
61,467,Misbah-ul-Haq
62,462,S. Matsikenyeri
63,458,T.M. Odoyo
64,454,S.C. Williams
65,453,T. Mishra
66,445,L.O. Cann
67,443,S.R. Watson
68,436,I.K. Pathan
69,435,C.J. Chibhabha
70,430,N.J. O'Brien
71,425,H. Masakadza
72,423,B.J. Haddin
73,421,R.R. Watson
74,416,K.J. O'Brien
75,412,M.S. Sinclair
76,410,C.K. Kapugedera
76,410,I.S. Billcliff
76,410,S.K. Raina
79,409,J.M. Davison
80,403,G.O. Jones
81,402,G.W. Flower
82,399,R.S. Bopara
83,397,Raqibul Hasan
84,396,D. Ramdin
85,395,J.D. Ryder
86,391,Imran Farhat
87,389,R.G. Sharma
88,387,A.M. Samad
88,387,J.R. Hopes
90,386,D.J. Reekers
91,385,W.W. Hinds
92,377,M.F. Maharoof
93,366,S. Chattergoon
94,365,D.L. Vettori
95,364,A. Bagai
96,362,E.C. Joyce
97,361,C.O. Obuya
98,360,D.T. Johnston
98,360,A.A. Mulla
100,357,S. Dhaniram
